Time,Time Code,Country Name,Country Code,"Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]",Births attended by skilled health staff (% of total) [SH.STA.BRTC.ZS],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Domestic credit provided by financial sector (% of GDP) [FS.AST.DOMS.GD.ZS],Electric power consumption (kWh per capita) [EG.USE.ELEC.KH.PC],Energy use (kg of oil equivalent per capita) [EG.USE.PCAP.KG.OE],"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"GNI per capita, PPP (current international $) [NY.GNP.PCAP.PP.CD]",High-technology exports (% of manufactured exports) [TX.VAL.TECH.MF.ZS],"Immunization, measles (% of children ages 12-23 months) [SH.IMM.MEAS]",Income share held by lowest 20% [SI.DST.FRST.20],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Mobile cellular subscriptions (per 100 people) [IT.CEL.SETS.P2],"Mortality rate, under-5 (per 1,000 live births) [SH.DYN.MORT]",Net migration [SM.POP.NETM],Net official development assistance and official aid received (current US$) [DT.ODA.ALLD.CD],"Personal remittances, received (current US$) [BX.TRF.PWKR.CD.DT]",Population density (people per sq. km of land area) [EN.POP.DNST],"Population, total [SP.POP.TOTL]",Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population) [SI.POV.DDAY],Poverty headcount ratio at national poverty lines (% of population) [SI.POV.NAHC],"Prevalence of underweight, weight for age (% of children under 5) [SH.STA.MALN.ZS]","School enrollment, primary (% gross) [SE.PRM.ENRR]","School enrollment, secondary (% gross) [SE.SEC.ENRR]",Time required to start a business (days) [IC.REG.DURS],"Total debt service (% of exports of goods, services and primary income) [DT.TDS.DECT.EX.ZS]",Urban population growth (annual %) [SP.URB.GROW],Age dependency ratio (% of working-age population) [SP.POP.DPND],GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD]
2017,YR2017,Armenia,ARM,21.379,..,1.88339587008485,58.2780692643235,..,..,10228295738.5,1.562,252747990.684352,11527458709.0158,7.50000000164144,12950,7.55086158230387,96,8.4,74.906,3.84973057654684,122.3218158,13,-26326,257540008.544922,1538655751.77642,100.17291886196,2851923,0.8,..,..,101.619812011719,..,5,26.4117195018642,-0.453337251352094,45.5931114016472,3985.91669835177
2017,YR2017,Azerbaijan,AZE,47.11,99.8,3.24303764763118,13.9316405221928,..,..,15439551135.3,1.75,2867487000,40866627351.9817,0.199999938958655,13590,3.30108206443938,98,..,72.248,3.75630173249661,100.550391,22.9,1184,123529998.779297,1133371000,119.208741622511,9854033,..,..,..,103.294097900391,78.1593246459961,3.5,10.5922363338645,1.56477337981076,43.696136914224,5229.7098898586
2017,YR2017,Belarus,BLR,12.936,..,5.94640716888454,41.7311547529977,..,..,39584221158.1,1.541,1276300000,54725302249.8088,2.53162368036521,17670,4.39080941836232,97,9.9,74.1292682926829,1.14628901484848,117.5863907,3.6,15937,-250169998.168945,1253800000,46.5987595325832,9458989,0,5.9,..,97.40283203125,96.0117721557617,9,11.7755887758454,0.497427219485653,47.4927988221769,5964.91436287762
2017,YR2017,Belize,BLZ,69.627,95.3,1.71633844240485,..,..,..,1338924309.2,2.36,31831615.5013862,2266664817.08822,-1.81336514835535,8310,8.17033581469156E-05,90,..,73.562,1.00847400642723,63.90324879,13.7,1222,34200000.7629395,90214516.2971224,16.4266988163086,374693,..,..,..,114.81812286377,84.7784423828125,48,10.0634347639991,2.22216243141438,53.7330395644343,5750.50356874356
2017,YR2017,Bosnia and Herzegovina,BIH,10.836,99.9,6.59666334014239,61.5486554750387,..,..,13028529320.1,1.355,509429047.915133,18326373366.1105,3.24410095889466,13470,5.44354936149321,69,..,76.935,0.86418267991824,100.001686,6.1,-30669,440540008.544922,2016872694.94044,67.18802734375,3440027,..,..,..,91.3840866088867,84.2743606567383,80,16.9156035197412,-0.433076051259853,45.1696445903632,5082.997253877
2017,YR2017,Botswana,BWA,44.219,99.8,3.05495453485661,..,..,..,1741386786.6,2.91,260575129.351448,16105156375.533,4.1143636634186,13410,0.955633273079018,97,..,66.753,3.24857919499091,134.9211022,39.9,3761,102089996.337891,38956561.4682334,4.23806751010181,2401840,..,..,..,..,..,48,2.45952711644385,3.20193011646315,59.1012367268801,6287.83474936723
2017,YR2017,Brazil,BRA,55.566,98.7,2.18548661863967,..,..,..,543000470110.9,1.736,68885491315.23,2063514977334.32,1.32286905404399,14210,14.3117190041583,87,3.2,74.827,1.41402166797586,106.1217992,15.4,56362,273890014.648438,2698770651.24,24.9463349501205,208504960,5.3,..,..,109.80850982666,103.015960693359,82.5,34.7679517027382,1.10209658803347,43.2170324672364,8470.94060378721
2017,YR2017,Bulgaria,BGR,38.398,..,6.20201084038645,..,..,..,40989144703.6,1.56,2007290000,59309748166.1179,2.74592725876734,20990,9.62998948506664,94,5.7,74.8146341463415,1.22152245478009,118.8025553,7.3,-13560,..,2193590000,65.1800571112749,7075947,1.4,22,..,95.1726913452148,95.7457427978516,23,21.0827767703668,-0.274061374886556,54.5804973701894,7601.43847400596
2017,YR2017,Burkina Faso,BFA,116.273,..,0.233173679706721,..,..,..,12768155915.9,5.162,2572690.32188177,14106955615.3442,6.20348941121868,1900,5.75853215182819,88,..,59.536,1.36362987115963,90.47440751,94.5,-14801,892150024.414063,416839243.101534,72.4994809941521,19835858,..,..,16.2,89.7315216064453,37.3736114501953,13,40.3158073828643,5.007199056703,91.5140775344056,671.251796273706
2017,YR2017,Burundi,BDI,56.593,85.1,0.0474291236691765,..,..,..,607511362.7,5.481,316473.449369742,2723586962.84034,0.500001262429279,750,1.66362151202897,90,..,61.553,2.00270990259373,53.073037,61.7,-68450,435820007.324219,33725358.649667,434.407827102804,11155593,..,..,..,111.118583679199,49.8075103759766,4,9.61738120194669,4.82194346767499,100.32346344538,277.959803051524
2017,YR2017,Central African Republic,CAF,161.927,..,0.0445090109733524,..,..,..,721865032.8,6.048,6888751.4009,2072349972.6818,4.52727821346231,880,22.0763616198396,41,..,53.721,1.34269739488284,23.52311236,110.9,-58734,511980010.986328,..,8.02070852996886,4996741,..,..,..,110.711418151855,15.42516040802,22,..,2.75710142793745,103.864320589079,371.603131036313
2017,YR2017,Chad,TCD,148.497,..,0.0986485114163678,..,..,..,3134245756.7,6.537,363381636.3971,10000394381.0177,-2.98869598553931,1560,..,37,..,52.308,2.19725711802673,42.21562356,121.9,16916,648979980.46875,..,11.9805304955527,15085884,..,..,24.3,77.2443923950195,21.3540096282959,60,5.76694621730093,4.11956629350938,101.017487296732,660.126133751546
2017,YR2017,China,CHN,14.901,..,7.22616015441748,..,..,..,1710819944231.6,1.813,166083755721.649,12310491333980.9,6.94720079316534,14220,30.9072386248438,99,6.4,77.248,1.71124264388853,104.2265872,9.2,-180592,-989940002.441406,28675983092.3,148.720043543977,1396215000,0.7,3.1,..,97.922119140625,..,24.9,7.58735986967657,2.739663820353,41.5448916778932,9053.22872457598
2017,YR2017,Colombia,COL,66.226,99.3,1.56507517599547,..,..,..,126089529330.1,1.818,13700880445.1998,311866875135.578,1.35936086788746,14090,8.96234815291122,93,4.1,76.646,3.20809672439436,128.6822441,14.6,415618,850369995.117188,5818773635.08076,43.5796944569626,48351671,4.3,..,..,113.305381774902,99.2193298339844,11,40.7529726530484,1.93333180225659,44.9916155162832,6280.8910508698
2017,YR2017,"Congo, Dem. Rep.",COD,112.84,..,0.0337552149879134,..,..,..,5819657762.1,6.349,1047979482.55526,38019264794.8263,3.7269476588301,990,0.184292885577842,65,..,59.411,0.770467135721514,41.97184654,90.3,4350,2292639892.57813,1076294914.6231,37.177509538828,84283273,..,..,23.1,..,..,7,2.95169817060587,4.75720209583104,97.2997344399044,477.847891218238
2017,YR2017,Costa Rica,CRI,53.783,98.7,1.63671577915361,79.1535437392707,..,..,25615909360.8,1.74,2924906990.98245,60516044657.2254,4.15769896239459,19110,18.4952043292543,96,4.4,79.377,..,177.0248638,8.7,4196,99260002.1362305,560366619.096707,97.8034077555817,4993842,1.2,22.1,..,106.603530883789,123.834991455078,22.5,14.9481080824652,2.03441484263971,45.2233978173925,12267.1620386503
2017,YR2017,Cuba,CUB,51.207,99.9,2.31478144967474,..,..,..,..,1.593,..,96850649691.7406,1.80979177212284,..,20.9945271764724,99,..,77.529,2.87240323946139,40.6988106,5.4,-14498,734719970.703125,..,109.213921001927,11336405,..,..,..,101.847290039062,99.2762908935547,..,..,0.0116205551936975,44.8379191921257,7865.33860875385
2017,YR2017,Dominica,DMA,39.105,100,2.35217249264946,..,..,..,299719824.9,1.629,22677207.693769,521551851.851852,-6.61899463280534,11550,8.33001817629596,77,..,67.525,..,106.8562419,33.6,187,19219999.3133545,44351321.0767778,93.8706666666667,70403,..,..,..,101.492538452148,..,12,12.5042544194992,0.898580930888994,43.2994097292896,7370.43311670808
2017,YR2017,Dominican Republic,DOM,87.909,99.8,2.21196208145507,49.3133493251297,..,..,29455812951.6,2.39,3597900000,79998046305.79,4.66670467732366,15740,8.35627149926946,86,5.9,73.063,0.6660634439633,82.36053386,35.1,-30055,117709999.084473,6177800000,220.39420409853,10647244,1,25.6,..,107.799812316895,79.7394714355469,16.5,15.5802494483517,2.18329373457855,53.4289805960811,7461.65326899816
2017,YR2017,Ecuador,ECU,72.683,95.5819723607312,2.30876380731708,38.0579782620906,..,..,41157198885.5,2.174,629582412.259198,104295862000,2.36838652633651,11410,7.95691634892711,81,4.7,76.972,2.36126338358467,87.74901563,14.4,49359,211110000.610352,2849068577.17312,67.2287969077146,16696944,3.2,21.5,..,101.726547241211,102.619369506836,48.5,29.1319839217799,1.76718316617636,53.9909637790288,6012.80331742787
2017,YR2017,El Salvador,SLV,61.531,99.9,1.01248608906763,94.4067406795016,..,..,17179362768.2,1.896,503801415.183001,24979190000,2.28571437002014,8140,5.73689999757221,89,6.4,72.311,1.04446940079198,151.2456887,14.3,-50616,151619995.117188,4996353544.71816,302.444691119691,6266654,2.2,..,..,98.2358627319336,63.4767074584961,16.5,51.6213408134885,1.34983335924662,53.6633079722974,3922.77686170493
2017,YR2017,Equatorial Guinea,GNQ,156.047,..,3.70119404919301,..,..,..,..,4.599,304827249.4895,12200913887.6419,-5.66750850486686,14440,..,53,..,60.821,1.12893661595392,39.02359836,87.6,16395,6929999.82833862,..,51.7181461675579,1450694,..,..,..,53.3753852844238,..,33,..,4.34516946258918,72.3007761697478,7818.0535902583
2017,YR2017,Eritrea,ERI,68.296,..,0.171174998152745,..,..,..,820766657.9,4.112,55468000,..,..,..,..,93,..,66.577,..,20.45963226,43.4,-38636,79199996.9482422,..,28.0573090388862,3396933,..,..,..,72.4403762817383,41.8774299621582,84,..,2.5303190232193,84.8168117519042,..
2017,YR2017,Ethiopia,ETH,71.878,..,0.146790211829337,..,..,..,26170602394.7,4.39,4017159564.65434,81770886825.6048,9.56418964295607,1980,5.83079687438594,59,..,64.838,0.675310715716932,36.59958437,56,71769,4124750000,393379170.003451,95.873182081101,108197950,..,..,..,97.9150314331055,..,33,22.2353979988408,4.93169626482509,80.3720996883805,715.748734748932
2017,YR2017,Fiji,FJI,28.059,..,1.44839225304373,114.843365767436,..,..,1267715373.7,2.557,387602565.305446,5353469171.0611,5.35336493706966,11810,3.53488973774492,99,..,67.79,1.4048380780238,112.502149,25.6,-11605,145899993.896484,278737964.141094,50.3020799124247,919019,..,..,..,100.935417175293,..,40,6.64799863043001,0.984371515788986,53.6263596654726,5499.12225485195
2017,YR2017,Gabon,GAB,99.037,..,2.4972724702892,..,..,..,6545200064.4,3.752,1314029329.7202,14929487485.1623,0.472642030911146,13560,3.2278177583876,63,6,66.189,1.81138276957815,124.4381055,46.6,4019,106349998.474121,18458042.2530413,8.30603096984515,2140215,2.5,33.4,..,..,..,33,10.2701322232727,3.02571110958661,68.1408941997219,6893.384326889
2017,YR2017,"Gambia, The",GMB,69.575,..,0.252941606311487,..,..,..,710007476.1,5.091,64338516.0351372,1504909462.69521,4.8226112492757,1890,0.360381487082307,90,..,62.995,..,124.5599874,55.5,-3694,284489990.234375,160167345.280047,235.294664031621,2381182,..,..,..,83.372428894043,..,25,14.231752690101,3.85363048846145,90.2761230107836,618.480768713502
2017,YR2017,Georgia,GEO,38.814,99.9,2.65748105420488,58.6583652350217,..,..,16423919315.4,2.144,1930381394.76,16242645072.2881,4.84260322496586,12920,2.96686383341128,95,6.3,73.57,1.96974296903126,145.8786023,10,-7886,447440002.441406,1793945160.51,65.2227859617201,3728004,6.2,21.9,..,103.245559692383,109.0791015625,2,29.7159343142183,0.692303719304226,52.2179163725137,4327.64748959023
2017,YR2017,Grenada,GRD,34.69,100,2.37758536565195,..,..,..,561492097.2,2.083,155662145.333704,1125685185.18519,4.43867566948151,13260,7.16500799696457,85,..,74.765,..,93.59659279,16.4,-190,5840000.15258789,47272753.03,355.65,120921,..,..,..,100.13387298584,100.17008972168,15,10.0859910152594,1.04823726595914,50.0837791210019,8933.10824925886
2017,YR2017,Guatemala,GTM,78.608,69.6,1.02751728089616,42.7109909658269,..,..,23264893723.8,2.857,998344470,71653754066.2763,3.07985149125689,8150,5.34357296732413,94,..,72.551,0.383850245049506,120.555015,26.3,-48049,367010009.765625,8393882100,150.125214632325,16087418,..,..,..,103.033592224121,54.0077896118164,26.5,29.747210171787,2.34251413808824,65.6760518487585,4091.25998307266
2017,YR2017,Guinea-Bissau,GNB,94.639,..,0.16310020182719,..,..,..,453234189.7,4.358,15691197.9520896,1350177012.24273,5.91917662586047,1880,..,66,..,60.066,1.30856549036791,76.32738349,85.5,-1398,113360000.610352,105179557.532654,66.8501422475107,1879826,..,..,..,..,..,8.5,3.54841151628053,3.40185526099642,81.3722084893955,627.616937231807
2017,YR2017,Indonesia,IDN,36.012,90.9,1.94857443086369,46.9639357186983,1021,..,353566614559.2,2.262,20510310832.4469,1015618744159.73,5.06978590134916,10600,8.44612317142682,90,6.7,69.936,0.865191376221992,164.5351584,25.6,-39282,280190002.441406,8989529970.52679,140.876791127014,264498852,6.6,10.6,..,105.679740905762,91.9919891357422,24.5,29.434647927125,2.23979602121327,48.7708005331901,3591.78002845926
2017,YR2017,Iraq,IRQ,68.118,..,3.94880897233655,..,..,..,28109428224.6,3.73,-5032400000,187217660050.676,-1.81975035118309,9900,..,81,..,70.413,3.86234425591071,84.33798585,27.9,-9899,2907510009.76563,1088500000,91.2660828142852,39621162,..,..,..,..,..,26.5,2.23274392612831,2.61985281061518,74.8838570425985,4702.40048423472
2017,YR2017,Jamaica,JAM,38.554,99.7,2.57266121060713,..,..,..,14604848916.3,1.44,888835228.478601,14808985171.3441,0.997123062335191,9700,5.73932610490372,95,..,71.911,0.973433068165328,110.0715146,14.1,-11329,61549999.2370605,2462677565.49913,259.314496768236,2808376,..,..,..,94.4400329589844,87.6734008789062,3,26.9821050334676,0.709354404749677,40.6787539980113,5172.91606835479
2017,YR2017,Kazakhstan,KAZ,24.787,99.9,11.9137581041033,40.0748581234375,..,..,159239191204.6,2.75,4757396810.52606,166805788827.233,4.10000000257358,22160,24.2104171522423,99,9.8,72.95,0.831894968007788,145.7470439,10.5,-15903,59490001.6784668,560420963.876735,6.68140015557284,18037776,0,..,..,100.884269714355,102.229789733887,9,47.8129167181514,1.48602996027008,54.7252297811423,10758.519283328
2017,YR2017,"Korea, Dem. People's Rep.",PRK,2.181,99.5,2.12750106098759,..,..,..,..,1.857,-12832421.9,..,..,..,..,99,..,72.978,..,14.93161965,19,-3222,133119995.117188,..,211.911975749522,25516321,..,..,9.3,..,..,..,..,0.833995258817182,43.0424641742446,..
2017,YR2017,Kosovo,XKX,9.341,..,..,39.8561090813749,..,..,2504239067.7,1.649,286835212.112418,7180764703.35718,4.82565635604956,10650,..,..,9.2,78.783,0.802899727206653,..,12.6,-33495,392369995.117188,1112078353.84235,..,1791003,0.4,..,..,..,..,5.5,8.70864820872869,..,49.524253193978,3890.21283298944
2017,YR2017,Liberia,LBR,133.981,..,0.264435600737267,..,..,..,1118118392,4.396,247842983.01405,3390703400,2.45515592012239,1400,..,75,..,60.553,0.940009270135755,55.45558956,84.5,-24830,631590026.855469,403475872.714982,49.7989098837209,4796631,..,..,..,79.9272994995117,..,6,3.70604286692398,2.78314727046078,84.2894685277608,678.579144139741
2017,YR2017,Libya,LBY,7.347,..,8.16760242329375,..,..,..,..,2.626,0,67157451661.405,32.4918021862688,24680,..,94,..,72.482,..,94.38309282,12.3,9208,431869995.117188,0,3.62495936437933,6378261,..,..,..,..,..,35,..,1.86523850308041,55.3906509232672,9968.91609191123
2017,YR2017,Madagascar,MDG,127.715,..,0.133017230488787,..,..,..,3382906474.6,4.109,464856589.648809,13176313593.5509,3.93330759462793,1500,0.500488890416438,55,..,65.094,0.506222289767563,33.36129841,65.7,485,779039978.027344,342776977.918857,44.9803059470608,26169542,..,..,..,143.368316650391,36.4246711730957,8,3.15340771556004,4.42455328460541,77.5766074646047,467.655067624663
2017,YR2017,Malawi,MWI,125.79,..,0.0779926724021984,..,..,..,2162398106.2,4.22,90200000,8943543677.18899,4.00000000038216,1430,2.01105236279419,83,..,62.977,0.530100463619354,43.46753766,50.7,-4795,1520219970.70313,78880384.2345767,189.660235468816,17881167,..,..,12.3,138.961990356445,38.4798812866211,37,6.36554363613987,3.94774231776165,93.4560826553165,549.626301700128
2017,YR2017,Malaysia,MYS,10.054,99.6,7.03982567319804,..,..,..,..,1.929,9368469822.66146,319109094160.343,5.81272240983328,25200,51.1202221742276,96,..,75.476,1.10033460723613,132.4079212,8.1,78257,-29250000,1648944928.4616,97.3240176533252,31975806,..,..,..,100.663314819336,83.7138519287109,23.5,..,2.22316100866651,44.1531729624063,10416.0416934375
2017,YR2017,Mali,MLI,159.102,..,0.187961952954622,..,..,..,4319894781.4,6.251,560747464.368764,15365713048.1993,5.30545608438166,2080,1.24270276298759,70,..,59.132,3.02860111373814,114.0992437,109.3,-33995,1360079956.05469,885444663.073199,15.8265147231169,19311355,..,44.9,17.1,76.4468078613281,39.5736885070801,11,4.60137343899868,5.13257007550893,102.534843040217,756.428073205064
2017,YR2017,Marshall Islands,MHL,65.357,92.4,3.16400703583614,..,..,..,..,2.929,5835497.47968519,212701200,3.73379823757942,5690,..,83,..,64.27,..,33.90764405,33.6,-1901,72510002.1362305,30450053,262.15,47187,..,..,11.9,..,..,17,..,-1.86030213782625,64.5557260426838,4109.19445686591
2017,YR2017,Mauritius,MUS,25.132,99.8,3.30021575049787,..,..,..,10629579614,1.44,479995890.2667,13713506130.6081,3.93798380632353,22690,2.3854111877829,89,7.2,74.5146341463415,0.16537629451361,142.074747,14.9,-2381,14630000.1144409,250243134.926374,633.393590385578,1264887,0.1,10.3,..,100.050567626953,93.5423202514648,5.5,17.0043741853135,-0.0787545597893268,40.4668357601656,10247.6960577758
2017,YR2017,Mexico,MEX,63.587,96.6,3.86275941197886,53.3342276977865,..,..,578642034804.9,2.041,33113900058,1190721475958.84,1.87172852475888,20060,21.1660503506487,76,..,74.138,0.436510296383438,93.07232465,15.2,-12438,754609985.351563,32270507679,63.1905439954731,122839258,..,..,..,105.797607421875,105.11018371582,8.4,14.2825636032018,1.44418554060996,51.7192717060437,10240.3104246761
2017,YR2017,Moldova,MDA,33.112,99.7,2.92684095356072,23.4932707223008,..,..,6967883842.8,1.81,149520000,9519053158.46404,4.17561205106279,12130,5.3934747176002,93,10,70.516,0.319318626147296,117.8002494,15.3,-43868,243210006.713867,1637870000,95.9093883802694,2755189,0,..,..,103.685760498047,94.3536376953125,5,11.4000648229884,-1.61885754537528,45.2938822024303,3085.73889386565
2017,YR2017,Montenegro,MNE,10.391,..,3.64251019886788,..,..,..,7212636356.9,1.78,560665419.031982,4856599480.79882,4.71646527572034,20090,4.23793632147431,58,5.1,76.4853658536585,1.36277677368932,165.1820416,3.3,-1980,117989997.86377,522997313.491039,46.2730855018587,622373,3.3,23.8,..,98.265022277832,90.4158401489258,12,45.37329891476,0.518095695405891,49.4992853797096,7023.43381181246
2017,YR2017,Mozambique,MOZ,172.716,..,0.250697939802182,..,..,..,45973842584.5,4.922,2319071971.47682,13264640645.7768,2.63820737310658,1250,11.9040857383704,87,..,59.771,0.987964415251795,41.56716262,78.4,14804,1806089965.82031,257936772.461252,36.3303250336987,28569441,..,..,..,112.008071899414,37.0113792419434,17,25.199483607795,4.6064585376107,88.7840266419989,609.673549078088
2017,YR2017,Namibia,NAM,68.906,..,1.78639850389125,80.1815435597304,..,..,..,3.511,280476974.998847,12895153160.466,-1.02725082701774,10150,0.181794605410419,80,..,62.293,3.52238850010305,113.3498609,44.4,-8597,190449996.948242,48292447.4746354,2.87205480450388,2364534,..,..,..,132.997177124023,..,54,..,3.91041105310537,66.8915146642914,4746.18332934152
2017,YR2017,Niger,NER,178.915,..,0.0874508612184734,..,..,..,3035714827.7,7.084,338710710.13916,11185104251.6785,5.00536078545952,1200,18.3242722479887,82,..,62.16,1.80984292435405,40.38511133,118.4,-6827,1224699951.17188,264041277.585807,17.1610657614273,21737922,..,..,..,74.1425933837891,23.7854804992676,8,8.59577330854989,4.19457258954785,106.026051423294,494.635494273661
